,/lpc/nct6797d/control/0,/lpc/nct6797d/control/1,/lpc/nct6797d/control/2,/lpc/nct6797d/control/3,/lpc/nct6797d/control/4,/lpc/nct6797d/control/5,/lpc/nct6797d/control/6,/lpc/nct6797d/voltage/0,/lpc/nct6797d/voltage/1,/lpc/nct6797d/voltage/2,/lpc/nct6797d/voltage/3,/lpc/nct6797d/voltage/4,/lpc/nct6797d/voltage/5,/lpc/nct6797d/voltage/6,/lpc/nct6797d/voltage/7,/lpc/nct6797d/voltage/9,/lpc/nct6797d/voltage/11,/lpc/nct6797d/voltage/12,/lpc/nct6797d/voltage/13,/lpc/nct6797d/voltage/14,/lpc/nct6797d/temperature/1,/lpc/nct6797d/temperature/2,/lpc/nct6797d/temperature/3,/lpc/nct6797d/temperature/5,/lpc/nct6797d/temperature/6,/lpc/nct6797d/fan/0,/lpc/nct6797d/fan/1,/lpc/nct6797d/fan/2,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/0,/amdcpu/0/power/0,/amdcpu/0/clock/0,/amdcpu/0/power/2,/amdcpu/0/power/3,/amdcpu/0/power/4,/amdcpu/0/power/5,/amdcpu/0/power/6,/amdcpu/0/power/7,/amdcpu/0/power/8,/amdcpu/0/power/9,/amdcpu/0/temperature/0,/amdcpu/0/temperature/4,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/power/1,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/fan/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","Fan Control #7","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VTT","Voltage #12","Voltage #13","Voltage #14","Voltage #15","Temperature #1","Temperature #2","Temperature #3","Temperature #5","Temperature #6","Fan #1","Fan #2","Fan #3","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Package","Bus Speed","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Package","CPU CCD #1","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Cores","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Temperature","Used Space","Used Space"
03/23/2023 19:37:28,100,62.3529434,66.6666641,57.64706,57.64706,57.64706,49.80392,1.256,1.008,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1189.42737,1373.34692,5.46875,2.34375,1.5625,0,0.78125,0,5.46875,7.03125,2.83203125,41.1123924,100.0008,2.66258526,2.285336,0.408589423,0.225039512,0.20253171,2.15894365,3.201039,3.6169734,54.125,42.75,4850.039,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,4850.039,14.7610378,23.824379,7.606491,24.3208466,47,1800.00012,9501.996,0,4,1,0,0,53,1069,10240,1567.89063,8672.109,15.3114319,105.349007,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:29,100,62.3529434,66.6666641,57.64706,57.64706,57.64706,49.80392,1.21600008,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,35,40,38,-1,2343.75,1116.62537,1374.74536,8.59375,3.125,0,0,0,0,7.8125,6.25,3.22265625,38.7657852,100.0008,2.42730474,2.062664,0.31772384,0.207611427,0.151596084,1.38897133,2.76570773,3.07803035,53.5,42.5,3775.03027,3775.03027,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,12.39961,23.8261032,7.60704041,24.3202972,46,1800.00012,9501.996,0,4,1,0,0,48,988,10240,1567.89063,8672.109,15.3114319,104.779007,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:30,100,62.3529434,66.6666641,57.64706,57.64706,57.64706,49.80392,1.20800006,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2339.688,1184.21057,1373.34692,3.125,0.78125,0.793647766,0,0,0.78125,2.34375,5.46875,1.661706,39.2956,100.0008,2.43319416,2.09325862,0.3352684,0.23787567,0.197391734,1.310959,2.953328,3.179386,53.125,42.5,4850.039,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,12.7406616,23.8539658,7.61593628,24.3114014,46,1800.00012,9501.996,0,4,1,0,0,44,856,10240,1565.20313,8674.797,15.2851868,104.26,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:31,100,61.17647,65.4902,57.64706,57.64706,57.64706,49.80392,1.2,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1119.403,1374.74536,2.36855149,0.793647766,0,0.793647766,0.793647766,0.78125,3.13739777,7.8125,2.06007957,39.7516174,100.0008,2.56463838,2.17766976,0.371497482,0.306084245,0.33229816,1.26832819,2.93116951,3.30659819,53,41.5,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,13.2582836,23.8288422,7.607914,24.3194237,46,1800.00012,9501.996,0,4,1,0,0,39,712,10240,1566.51563,8673.484,15.2980042,104.323006,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:32,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.21600008,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1183.17261,1369.16833,1.5625,1.53846145,0,0,0,0,3.88221145,2.34375,1.16586685,39.1800461,100.0008,2.5261457,2.12705922,0.3896268,0.243484318,0.238936916,1.20315373,2.985567,3.349588,52.75,44.25,3860.031,4825.03857,3860.031,3860.031,3860.031,3860.031,3860.031,3860.031,13.0635624,23.8569565,7.61689,24.3104477,46,1800.00012,9501.996,0,4,1,0,0,34,542,10240,1567.45313,8672.547,15.3071594,104.551,31.25,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:33,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.24,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1160.791,1370.55835,0.78125,0,0,0,0,0,3.125,6.25,1.26953125,40.8362541,100.0008,2.73463225,2.26845217,0.4974266,0.236815616,0.1890124,1.77026689,3.15769839,3.58680439,52.625,43.5,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,14.4411087,23.8322,7.608986,24.3183517,46,1800.00012,9501.996,0,4,1,0,0,0,363,10240,1567.45313,8672.547,15.3071594,103.274,27.34375,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:34,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.20800006,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,35,40,38,-1,2343.75,1119.403,1355.42163,0.78125,3.174603,0,0,0,0,3.90625,7.8125,1.95932388,41.22058,100.0008,2.73674059,2.25043082,0.4511062,0.2700016,0.222279385,1.72616589,3.18457818,3.64067054,52.875,42,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,3880.031,14.4819727,23.8377,7.61074448,24.3165932,47,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.45313,8672.547,15.3071594,103.975006,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:35,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.184,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2339.688,1111.11108,1366.39673,1.57489777,1.5625,0,0,0,0,3.13739777,3.125,1.17497444,40.2365761,100.0008,2.50980687,2.1141386,0.31965062,0.20507443,0.178554967,1.39008522,3.007779,3.06763816,52.375,42.5,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,12.7927275,23.8527832,7.61555862,24.311779,47,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.45313,8672.547,15.3071594,104.329,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:36,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.184,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2339.688,1111.11108,1366.39673,3.06526423,1.51515007,0,0,0.757575035,0.757575035,5.36130667,3.076923,1.81673169,39.152916,100.0008,2.47317338,2.09844184,0.3997989,0.317645162,0.2590301,1.01803672,3.01511812,3.08834958,52.125,46.75,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,12.6695929,23.8152924,7.603588,24.32375,47,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.45313,8672.547,15.3071594,102.534004,18.5546875,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:37,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.248,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2351.91626,1173.91309,1365.01514,3.174603,0.806450844,0.806450844,0.806450844,0.806450844,0.806450844,3.187406,8.730162,2.39053965,39.6606827,100.0008,2.617957,2.186747,0.4307163,0.310707957,0.2533266,1.40995157,2.90765738,3.427314,52,44.75,3020.02417,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,13.5443783,23.834404,7.60969162,24.317646,47,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.45313,8672.547,15.3071594,104.064,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:38,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.2240001,1,3.328,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1131.601,1369.16833,4.6875,1.5625,0,0,0,0.78125,5.44471169,6.25,2.340746,40.54049,100.0008,2.73460627,2.32236576,0.352789134,0.1865578,0.2078006,1.81525815,3.15326381,3.66165519,52.125,44.75,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,14.4342966,23.812767,7.602783,24.3245544,47,1800.00012,9501.996,0,5,1,0,0,0,0,10240,1567.45313,8672.547,15.3071594,104.249008,19.53125,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:39,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.2240001,1,3.328,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1131.601,1369.16833,10.76923,3.03030014,0.757575035,0,0,0.757575035,5.384612,10.0000019,3.8374126,39.9019737,100.0008,2.682634,2.23360085,0.5676449,0.397732764,0.362789959,1.16850352,3.1490612,3.44705057,52,55.5,4800.03857,3840.03076,3840.03076,3840.03076,3840.03076,3840.03076,4800.03857,4800.03857,14.0090179,23.833168,7.609295,24.3180428,47,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.45313,8672.547,15.3071594,103.605,1.953125,26.3671875,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:40,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.192,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1168.83118,1356.78394,10.3174572,3.96825075,0.806450844,0,0.806450844,1.61290169,7.936507,8.730162,4.27225828,41.44455,100.0008,2.8711803,2.424982,0.6923545,0.441549718,0.5445823,1.27055538,3.31418586,3.61303425,52,42.25,4850.039,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,15.1724253,23.82119,7.60547256,24.3218651,48,1800.00012,9501.996,0,5,1,0,0,0,0,10240,1567.32813,8672.672,15.3059387,104.891006,21.484375,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:41,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.2,1.008,3.328,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1094.8905,1348.65137,3.90625,1.58730149,0,0.78125,0,0,7.03125,4.6875,2.24919319,40.42737,100.0008,2.64054561,2.22153664,0.360982239,0.267766982,0.256895721,1.518899,3.18208718,3.38265681,52.375,41.75,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,13.83137,23.8273239,7.6074295,24.3199081,48,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.32813,8672.672,15.3059387,104.345,21.484375,4.8828125,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:42,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.2,1.008,3.328,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1094.8905,1348.65137,7.68065453,0.757575035,0.7692337,1.53846145,0,2.28438377,6.92307949,6.92307949,3.35956216,38.6060562,100.0008,2.465702,2.09509182,0.3825716,0.179976985,0.171055943,0.732553661,3.046221,3.26920271,52.25,45.25,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,12.3423748,23.819725,7.60500336,24.3223343,48,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.32813,8672.672,15.3059387,103.251007,6.8359375,3.90625,22,32.049263,37,96.7100449,86.69143
03/23/2023 19:37:43,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.184,1,3.328,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1103.843,1328.74011,3.174603,1.58730149,0,0.793647766,0,0,7.936507,4.76190472,2.28173733,38.8801956,100.0008,2.538594,2.110138,0.3464162,0.203682229,0.156222433,1.04432285,2.96981215,3.10368371,52,43.5,4825.03857,3860.031,3860.031,3860.031,3860.031,3860.031,3860.031,3860.031,12.4728718,23.8228531,7.606003,24.3213348,48,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.32813,8672.672,15.3059387,103.199005,21.484375,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:44,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.16000009,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1100.24451,1333.99207,0,0,0,0,0,0.78125,5.46875,5.46875,1.46484375,38.1558723,100.0008,2.36712456,1.99755263,0.4386856,0.2677051,0.251466841,1.03629947,2.850763,2.96398926,51.625,50.75,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,12.1735868,23.83107,7.60862732,24.31871,48,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.32813,8672.672,15.3059387,104.793007,22.4609375,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:45,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.16000009,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1100.24451,1333.99207,2.30768919,0,0,0,0,0,2.30768919,4.615384,1.15385056,38.1581841,100.0008,2.39764166,2.049851,0.25956586,0.163555756,0.131167158,1.14773858,2.73550224,3.19056416,51.375,42.75,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,12.0755854,23.8146286,7.6033783,24.32396,48,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.32813,8672.672,15.3059387,103.604004,21.484375,0,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:45,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.2240001,1,3.328,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1098.454,1343.28357,2.38095522,0.793647766,0,0,0,0,7.936507,5.555558,2.08332539,40.3686371,100.0008,2.64700842,2.24091625,0.5362661,0.3095947,0.3083005,1.68141842,3.16731477,3.52740049,51.625,54.25,4825.03857,4825.03857,3860.031,3860.031,3860.031,3860.031,4825.03857,4825.03857,14.4182186,23.8149033,7.603466,24.3238716,48,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.20313,8672.797,15.304718,103.799,22.4609375,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:47,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.21600008,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1120.33191,1332.67517,1.5625,1.58730149,0.7692337,0,0.793647766,0.793647766,4.6875,3.90625,1.76250935,39.54562,100.0008,2.33995414,2.05866861,0.3070505,0.294665784,0.2415716,1.25020421,2.84533238,3.10777235,51.5,61.5,3840.03076,3840.03076,3840.03076,3840.03076,3840.03076,3840.03076,4800.03857,4800.03857,12.445219,23.7986374,7.59827042,24.3290672,49,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.20313,8672.797,15.304718,103.494,21.484375,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:48,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.21600008,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2343.75,1120.33191,1332.67517,2.30768919,0,0,0,0,0,2.30768919,3.8461566,1.05769634,39.66953,100.0008,2.43060946,2.10829973,0.292236447,0.259180874,0.231804833,1.599257,2.85375118,3.1425705,51.375,43.25,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,12.9177094,23.8369064,7.610489,24.3168488,49,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.20313,8672.797,15.304718,103.512009,21.484375,0.9765625,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:48,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.2,1,3.344,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2339.688,1093.11743,1333.99207,3.96825075,2.38095522,0,0,0,1.61290169,4.76190472,6.43881559,2.39534974,39.1663,100.0008,2.54994845,2.12276173,0.4817534,0.254622042,0.138538122,1.130163,3.06127048,3.23577285,51.25,53.75,3840.03076,4800.03857,3840.03076,3840.03076,3840.03076,3880.031,4850.039,4850.039,12.9748306,23.8295822,7.60815048,24.3191872,49,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.20313,8672.797,15.304718,103.938,21.484375,6.8359375,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:50,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.21600008,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2335.64014,1087.8324,1348.65137,7.05605125,0.793647766,0,0.78125,0,1.5625,6.31200075,10.0721121,3.322196,43.9534569,100.0008,3.0332427,2.61904287,0.626076937,0.4814429,0.305824548,2.46203756,3.80772352,4.1108346,51.75,44.25,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,17.4462261,23.8179169,7.60442734,24.32291,49,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1565.32813,8674.672,15.2864075,104.099007,26.3671875,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:51,100,60,63.92157,57.64706,57.64706,57.64706,49.80392,1.21600008,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2335.64014,1087.8324,1348.65137,13.0186443,6.060606,1.51515007,1.51515007,1.51515007,3.78787518,14.5221472,16.1538486,7.26106739,47.9460449,100.0008,3.58058023,3.05361962,1.19460642,0.6590996,0.761108756,2.58530045,4.65516233,5.208355,53.875,45.75,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,21.6978321,23.8295364,7.608135,24.3192024,49,1800.00012,9501.996,0,5,1,0,0,0,0,10240,1566.32813,8673.672,15.2961731,104.860008,21.484375,0.9765625,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:52,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.28800011,1,3.328,3.31200027,1.008,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,35,40,38,-1,2335.64014,1094.8905,1340.61572,7.97491074,4.032254,0.806450844,0,0,0.806450844,7.936507,10.3174572,3.98424864,41.11967,100.0008,2.80360079,2.37807178,0.7387116,0.2508988,0.242670119,1.61212718,3.5020802,3.721768,53.625,44.75,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,15.2499275,23.851059,7.61500931,24.3123283,49,1800.00012,9501.996,0,7,1,0,0,0,0,10240,1567.01563,8672.984,15.302887,104.753006,19.53125,6.8359375,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:52,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.176,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,35,40,38,-1,2343.75,1160.791,1362.26038,5.4567337,3.8461566,0,0,0,0,10.15625,5.46875,3.11598778,41.2323265,100.0008,2.709048,2.19415021,0.5340447,0.405484229,0.4944871,1.22452414,3.52348566,3.537887,53.625,42.75,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,4850.039,14.6231117,23.8393936,7.61128235,24.3160553,49,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.89063,8672.109,15.3114319,104.082008,21.484375,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:54,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.176,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,35,40,38,-1,2343.75,1160.791,1362.26038,8.4615345,1.53846145,2.30768919,0.7692337,0.7692337,0.7692337,5.384612,5.384612,3.173083,38.9282036,100.0008,2.51500249,2.07207561,0.5053414,0.205599353,0.310114324,0.6824448,3.013073,3.19289374,53.125,46,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,12.4965448,23.8426056,7.6123085,24.31503,49,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.89063,8672.109,15.3114319,104.242004,0,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:55,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.27200007,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2335.64014,1124.06323,1362.26038,4.76190472,1.58730149,0.793647766,0,0,0.793647766,7.14285374,7.936507,2.87697315,41.41608,100.0008,2.76753163,2.319923,0.4817148,0.3173364,0.246550485,1.35504389,3.1721437,3.66995835,53.25,62.5,4800.03857,4800.03857,3840.03076,3840.03076,3840.03076,3840.03076,4800.03857,4800.03857,14.3302021,23.8141861,7.603237,24.3241,50,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1567.89063,8672.109,15.3114319,104.259,13.671875,6.8359375,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:55,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.248,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2335.64014,1153.84619,1343.28357,2.34375,2.34375,0,0,0,0,3.90625,4.6875,1.66015625,44.98353,100.0008,3.06640053,2.561831,0.958972037,0.343418539,0.4737949,2.203231,3.78230333,4.058192,53.25,42,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,3775.03027,17.448143,23.8476181,7.61391068,24.313427,50,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1568.01563,8671.984,15.3126526,104.402008,14.6484375,4.8828125,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:57,100,61.17647,65.09804,57.64706,57.64706,57.64706,49.80392,1.248,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2335.64014,1153.84619,1343.28357,10.0000019,5.384612,3.03030014,1.51515007,0.757575035,4.545456,16.1538486,15.3846149,7.09644556,54.6828156,100.0008,4.66635656,3.574981,1.97281682,1.41588008,1.68184209,2.84827042,6.29107857,6.050587,56.375,65.5,4675.0376,4675.0376,3740.03,3740.03,3740.03,4675.0376,4675.0376,4675.0376,28.501812,23.8806,7.62443924,24.3028984,50,1800.00012,9501.996,0,5,1,0,0,0,0,10240,1574.51563,8665.484,15.3761292,104.987007,16.6015625,3.90625,22,32.049263,37,96.7100449,86.69165
03/23/2023 19:37:58,100,65.09804,69.01961,57.64706,57.64706,57.64706,49.80392,1.176,1,3.344,3.31200027,1,0.144000009,0.744,3.328,1.83200014,0.776,0.9760001,0.60800004,1.51200008,41,34,40,38,-1,2335.64014,1113.86133,1388.88892,2.38095522,0,0,0.806450844,0,0,10.3174572,4.76190472,2.28334069,42.50783,100.0008,2.85315585,1.83316934,0.9613976,0.8376855,0.8812306,1.15220845,4.431885,3.534317,56.625,42.25,3880.031,3880.031,3880.031,3880.031,3880.031,3880.031,4850.039,3880.031,16.48505,23.8670731,7.620121,24.3072166,50,1800.00012,9501.996,0,4,1,0,0,0,0,10240,1575.20313,8664.797,15.382843,104.554008,32.2265625,4.8828125,22,32.049263,37,96.7100449,86.69165
